DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum,Quality Review - How effective is the teaching and learning,Quality Review - How well does the school assess what students are learning,Quality Review - How clearly are high expectations communicated to students and staff,Quality Review - How well do teachers work with each other,Quality Review - How safe and inclusive is the school while supporting social-emotional growth,Quality Review - How well does the school allocate and manage resources,"Quality Review - How well does the school identify, track, and meet its goals",Quality Review - How thoughtful is the school s approach to teacher development and evaluation,Quality Review - How well are school decisions evaluated and adjusted,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
18K629,Cultural Academy for the Arts and Sciences,High School,282,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,75.0%,72.0%,69.0%,79.0%,87.0%,85.0%,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,May 2017,2.53,2.31,11.7%,22.0%,1.4%,0.74,19.5%,11.0%,63.8%,1.4%,84.0%,9.6%,2.5%,2.90,72.7%,85.3%,42.0%,96.1%
18K633,High School for Medical Professions,High School,460,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,77.0%,77.0%,70.0%,83.0%,97.0%,87.0%,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,17-Mar-16,2.88,2.65,4.3%,15.2%,0.2%,0.71,5.7%,8.9%,59.8%,3.0%,78.9%,13.0%,3.7%,5.90,75.0%,89.4%,35.1%,96.0%
18K637,Academy for Conservation and the Environment,High School,300,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,85.0%,93.0%,73.0%,95.0%,94.0%,95.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,May-19,2.65,2.40,13.3%,17.7%,0.3%,0.77,17.3%,16.0%,67.3%,6.0%,75.3%,9.7%,6.3%,7.90,47.8%,85.8%,41.3%,98.2%
18K642,Urban Action Academy,High School,264,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,67.0%,54.0%,52.0%,62.0%,83.0%,78.0%,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,March 2017,2.46,2.27,23.1%,15.9%,4.5%,0.80,22.7%,11.0%,68.2%,2.7%,76.5%,11.7%,9.1%,1.00,88.2%,78.6%,61.2%,92.7%
19K404,Academy for Young Writers,High School,336,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,78.0%,75.0%,68.0%,77.0%,93.0%,83.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,March 2018,2.89,2.39,3.9%,19.6%,0.3%,0.79,6.0%,11.0%,69.3%,0.6%,70.5%,26.5%,1.5%,2.90,77.1%,87.3%,44.9%,95.1%
19K409,East New York Family Academy,High School,289,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,86.0%,86.0%,72.0%,89.0%,92.0%,92.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,March 2018,2.78,2.66,3.1%,22.8%,0.0%,0.80,3.1%,11.4%,70.9%,4.2%,62.3%,30.4%,0.7%,5.70,87.2%,88.3%,40.9%,96.0%
19K422,Spring Creek Community School,High School,303,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,77.0%,70.0%,67.0%,76.0%,89.0%,80.0%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,February 2018,2.69,2.45,3.3%,22.4%,1.3%,0.77,3.6%,9.9%,65.3%,1.0%,71.6%,23.1%,1.0%,7.10,66.0%,87.9%,37.7%,96.2%
19K502,FDNY - Captain Vernon A. Richard High School for F,High School,277,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,81.0%,88.0%,75.0%,95.0%,91.0%,91.0%,Developing,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2018,2.46,2.20,4.0%,27.4%,5.1%,0.85,10.8%,19.9%,76.2%,1.4%,69.7%,26.4%,0.7%,11.90,80.0%,74.3%,58.4%,96.5%
19K504,High School for Civil Rights,High School,239,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,80.0%,83.0%,73.0%,85.0%,87.0%,90.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,December 2016,2.35,2.20,11.7%,26.8%,0.0%,0.87,33.9%,23.8%,73.6%,2.1%,68.2%,26.8%,1.7%,0.10,92.3%,78.6%,58.8%,96.5%
19K507,Performing Arts and Technology High School,High School,409,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,74.0%,80.0%,71.0%,81.0%,87.0%,87.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,May-19,2.62,2.35,18.1%,23.0%,4.9%,0.86,15.9%,16.6%,73.6%,1.7%,59.9%,36.4%,1.0%,6.10,74.1%,87.2%,30.2%,95.9%
19K510,World Academy for Total Community Health High Scho,High School,250,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,78.0%,88.0%,70.0%,92.0%,84.0%,90.0%,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,December 2016,2.54,2.27,15.2%,21.2%,0.4%,0.88,22.4%,30.4%,78.8%,4.0%,70.4%,21.6%,2.0%,5.80,78.9%,76.6%,62.1%,97.7%
19K583,Multicultural High School,High School,267,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,85.0%,82.0%,79.0%,86.0%,91.0%,88.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2018,1.84,1.95,87.6%,1.5%,0.4%,0.99,16.9%,11.2%,73.4%,0.0%,1.9%,98.1%,0.0%,7.90,50.0%,89.8%,29.5%,96.6%
19K615,Transit Tech Career and Technical Education High S,High School,676,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,69.0%,78.0%,60.0%,83.0%,86.0%,84.0%,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,November 2016,2.58,2.37,6.2%,25.3%,0.3%,0.79,9.6%,13.2%,68.3%,4.9%,59.5%,29.6%,2.4%,5.90,90.2%,80.4%,45.0%,96.2%
19K618,Academy of Innovative Technology,High School,422,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,81.0%,81.0%,70.0%,85.0%,91.0%,90.0%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,8-Apr-16,2.71,2.55,11.6%,20.6%,0.9%,0.77,6.4%,9.5%,67.5%,6.2%,39.1%,48.6%,2.6%,1.90,74.3%,88.6%,36.4%,96.3%
19K639,Brooklyn Lab School,High School,430,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,78.0%,85.0%,69.0%,89.0%,90.0%,90.0%,Proficient,Developing,Developing,Developing,Proficient,,,,,,"February 25, 2015",2.48,2.26,35.3%,20.2%,0.7%,0.88,20.9%,14.4%,75.8%,11.6%,23.3%,57.4%,5.3%,2.90,79.3%,83.1%,48.3%,96.6%
19K659,Cypress Hills Collegiate Preparatory School,High School,302,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,83.0%,86.0%,75.0%,91.0%,93.0%,91.0%,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,April 2017,2.52,2.38,21.5%,19.5%,0.0%,0.83,10.3%,11.9%,73.5%,11.9%,18.5%,64.9%,3.0%,6.90,80.0%,86.2%,47.2%,96.6%
19K660,W. H. Maxwell Career and Technical Education High,High School,376,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,81.0%,88.0%,71.0%,92.0%,89.0%,92.0%,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2018,2.46,2.21,8.8%,33.0%,1.6%,0.89,16.0%,18.4%,82.2%,2.4%,64.6%,29.0%,2.1%,10.90,93.9%,76.7%,58.3%,95.6%
19K683,School for Classics High School,High School,270,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,82.0%,86.0%,76.0%,90.0%,87.0%,94.0%,Developing,Developing,Developing,Proficient,Under Developed,Proficient,Proficient,Developing,Proficient,Developing,April-19,2.51,2.17,26.7%,21.1%,3.3%,0.90,18.5%,16.3%,80.4%,12.6%,43.0%,37.0%,4.4%,0.90,68.4%,81.0%,52.2%,95.6%
19K764,The Urban Assembly School for Collaborative Health,High School,338,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,80.0%,80.0%,65.0%,90.0%,90.0%,88.0%,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2016,2.79,2.47,18.6%,10.9%,0.3%,0.81,10.7%,12.1%,69.2%,13.3%,33.7%,44.1%,3.6%,3.10,50.0%,86.0%,43.1%,96.2%
20K445,New Utrecht High School,High School,3427,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,76.0%,83.0%,70.0%,87.0%,83.0%,89.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,April 2018,2.87,3.03,19.8%,16.0%,4.7%,0.78,6.3%,8.5%,65.2%,40.7%,2.9%,30.2%,25.4%,11.70,82.9%,87.5%,30.1%,96.8%
20K485,High School of Telecommunication Arts and Technolo,High School,1235,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,84.0%,82.0%,78.0%,86.0%,86.0%,91.0%,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,March 2017,3.02,3.10,8.5%,18.2%,2.5%,0.75,1.4%,4.0%,65.7%,20.8%,6.0%,49.9%,20.0%,5.50,64.4%,94.3%,15.7%,96.6%
20K490,Fort Hamilton High School,High School,4559,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,81.0%,88.0%,70.0%,90.0%,79.0%,86.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,June 2017,3.09,3.14,15.0%,14.8%,4.0%,0.72,4.5%,6.9%,60.0%,27.9%,3.2%,31.4%,35.6%,6.80,81.5%,90.7%,24.7%,96.4%
20K505,Franklin Delano Roosevelt High School,High School,3214,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,73.0%,70.0%,67.0%,69.0%,77.0%,78.0%,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.79,2.82,33.3%,14.3%,5.3%,0.87,11.0%,13.1%,72.1%,38.3%,9.9%,33.8%,17.1%,4.10,82.2%,85.4%,35.5%,95.8%
20K609,Urban Assembly School for Criminal Justice,High School,327,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,90.0%,90.0%,82.0%,91.0%,88.0%,93.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,February-19,3.06,2.94,13.5%,15.3%,0.0%,0.87,4.0%,6.4%,80.4%,52.0%,14.1%,15.9%,16.5%,1.90,65.2%,90.2%,32.0%,96.7%
21K337,International High School at Lafayette,High School,347,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,80.0%,83.0%,79.0%,79.0%,87.0%,87.0%,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2017,1.87,2.40,88.8%,2.6%,0.0%,0.96,20.2%,33.1%,64.3%,33.4%,3.7%,37.8%,24.5%,7.90,92.0%,87.5%,31.4%,96.5%
21K344,Rachel Carson High School for Coastal Studies,High School,623,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,84.0%,77.0%,72.0%,83.0%,84.0%,90.0%,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2017,2.91,2.76,18.6%,17.8%,0.3%,0.78,7.7%,6.1%,67.4%,18.0%,13.6%,18.9%,47.4%,0.10,69.2%,85.9%,42.9%,96.3%
21K348,High School of Sports Management,High School,241,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,69.0%,75.0%,67.0%,82.0%,89.0%,88.0%,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,May 2017,2.56,2.43,12.4%,22.8%,0.8%,0.82,10.8%,10.8%,68.5%,5.8%,51.0%,29.5%,11.6%,1.50,68.8%,74.1%,61.1%,97.5%
21K410,Abraham Lincoln High School,High School,1904,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,84.0%,91.0%,72.0%,90.0%,82.0%,88.0%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.80,2.61,17.6%,16.6%,4.8%,0.82,8.4%,9.6%,71.0%,15.4%,42.1%,24.6%,17.0%,14.90,82.3%,86.8%,36.4%,97.0%
21K468,Kingsborough Early College School,High School,379,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,85.0%,92.0%,67.0%,97.0%,93.0%,92.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,4-May-15,3.32,3.12,0.0%,17.2%,0.0%,0.58,0.3%,1.6%,45.1%,7.1%,23.5%,28.8%,38.5%,4.10,89.7%,92.8%,23.9%,96.1%
21K525,Edward R. Murrow High School,High School,3693,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,78.0%,83.0%,71.0%,83.0%,81.0%,88.0%,Proficient,Proficient,Developing,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,April 2018,3.09,3.16,8.9%,18.4%,4.8%,0.65,2.2%,9.5%,52.4%,24.9%,21.8%,19.3%,30.0%,7.30,90.4%,91.2%,22.4%,96.4%
21K540,John Dewey High School,High School,2203,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,80.0%,81.0%,72.0%,83.0%,78.0%,87.0%,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,May 2017,2.88,2.95,17.7%,12.9%,3.2%,0.80,7.3%,9.0%,69.2%,30.8%,31.4%,22.9%,12.8%,4.10,69.0%,91.9%,19.5%,96.7%
21K559,Life Academy High School for Film and Music,High School,286,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Not Meeting Target,Meeting Target,65.0%,67.0%,57.0%,82.0%,74.0%,74.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May 2018,2.76,2.56,9.8%,24.5%,0.7%,0.79,9.8%,10.5%,68.5%,11.5%,31.1%,41.6%,14.3%,3.80,80.0%,83.8%,48.1%,96.4%
21K572,Expeditionary Learning School for Community Leader,High School,378,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,85.0%,96.0%,78.0%,96.0%,90.0%,94.0%,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"February 10, 2015",2.93,2.87,15.6%,20.1%,0.0%,0.77,5.0%,10.1%,65.1%,15.6%,17.7%,36.0%,26.5%,2.90,88.5%,81.6%,50.3%,97.3%
21K620,William E. Grady Career and Technical Education Hi,High School,412,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,76.0%,87.0%,70.0%,88.0%,84.0%,89.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,November 2016,2.52,2.35,6.8%,39.6%,15.5%,0.81,14.1%,13.8%,73.3%,3.4%,57.5%,24.3%,12.9%,5.70,68.4%,82.2%,50.6%,96.4%
21K690,Brooklyn Studio Secondary School,High School,591,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,76.0%,77.0%,68.0%,78.0%,88.0%,83.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.98,2.92,13.0%,19.5%,0.8%,0.70,2.5%,4.6%,59.7%,21.8%,4.1%,27.7%,44.3%,8.70,83.9%,87.3%,42.7%,95.4%
22K405,Midwood High School,High School,4156,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,79.0%,69.0%,72.0%,73.0%,80.0%,78.0%,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,February 2018,3.51,3.57,2.7%,11.6%,2.3%,0.64,0.9%,7.5%,53.3%,35.1%,28.3%,12.7%,21.4%,6.00,79.4%,92.7%,20.5%,96.1%
22K425,James Madison High School,High School,3797,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,81.0%,84.0%,70.0%,88.0%,91.0%,87.0%,Proficient,Developing,Developing,Well Developed,Developing,Developing,Proficient,Proficient,Developing,Developing,November 2017,3.11,3.09,13.7%,15.5%,4.3%,0.65,3.2%,6.7%,53.9%,20.3%,15.2%,17.0%,46.7%,5.90,77.7%,93.5%,13.6%,96.5%
22K535,Leon M. Goldstein High School for the Sciences,High School,1057,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,80.0%,78.0%,75.0%,80.0%,80.0%,86.0%,Proficient,Proficient,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,November 2016,3.78,3.96,0.5%,16.4%,2.4%,0.46,0.9%,1.7%,33.4%,28.7%,6.8%,8.9%,54.4%,6.80,82.1%,95.3%,10.4%,97.3%
22K555,Brooklyn College Academy,High School,660,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,87.0%,87.0%,78.0%,90.0%,85.0%,92.0%,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,12-Jan-16,3.48,3.47,0.6%,14.2%,0.0%,0.56,1.7%,3.3%,45.0%,9.4%,72.4%,11.1%,3.9%,0.50,61.8%,95.5%,11.7%,97.0%
22K611,Origins High School,High School,414,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,80.0%,93.0%,67.0%,90.0%,91.0%,92.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,March 2018,2.81,2.59,26.8%,12.3%,0.5%,0.83,13.3%,11.8%,72.5%,16.4%,33.8%,16.7%,31.4%,6.10,62.9%,83.3%,53.5%,97.3%
23K493,Brooklyn Collegiate: A College Board School,High School,239,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,83.0%,77.0%,76.0%,83.0%,94.0%,90.0%,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,April 2018,2.62,2.32,5.9%,24.3%,0.0%,0.83,16.7%,15.1%,73.6%,1.3%,83.7%,12.6%,0.4%,4.10,76.2%,83.9%,49.6%,97.1%
23K514,Frederick Douglass Academy VII High School,High School,153,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,85.0%,89.0%,81.0%,97.0%,93.0%,93.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.39,2.21,3.9%,32.7%,0.7%,0.87,12.4%,24.8%,77.8%,2.0%,85.0%,12.4%,0.0%,12.60,72.7%,86.6%,40.3%,96.2%
23K644,Eagle Academy for Young Men II,High School,359,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,87.0%,95.0%,75.0%,98.0%,96.0%,94.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,30-Oct-14,2.50,2.86,0.8%,23.7%,0.0%,0.71,3.1%,12.0%,57.9%,1.1%,90.5%,7.2%,0.3%,11.10,58.5%,88.6%,29.8%,96.4%
23K697,Teachers Preparatory High School,High School,189,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,74.0%,85.0%,68.0%,88.0%,89.0%,91.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Developing,April 2017,2.39,2.18,9.5%,40.7%,5.8%,0.89,22.2%,23.3%,81.5%,2.1%,78.3%,16.4%,2.6%,8.90,78.9%,77.9%,59.4%,97.6%
24Q236,International High School for Health Sciences,High School,273,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,87.0%,95.0%,84.0%,94.0%,89.0%,94.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,March 2017,2.15,2.27,74.7%,3.7%,0.0%,0.93,24.5%,28.6%,59.0%,23.1%,4.4%,65.2%,6.6%,6.10,81.8%,87.3%,33.6%,95.9%
24Q264,Academy of Finance and Enterprise,High School,649,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,86.0%,92.0%,79.0%,95.0%,89.0%,92.0%,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"March 19, 2015",3.17,3.32,5.7%,12.8%,0.2%,0.68,2.8%,5.9%,57.9%,25.1%,4.5%,51.0%,15.3%,7.10,84.8%,93.1%,21.5%,97.3%
24Q267,High School of Applied Communication,High School,407,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Meeting Target,56.0%,57.0%,53.0%,55.0%,78.0%,68.0%,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May-19,2.85,2.66,6.9%,17.2%,0.0%,0.67,3.7%,2.9%,58.0%,14.3%,8.4%,62.2%,13.3%,2.90,60.7%,90.3%,30.2%,96.2%
24Q293,Civic Leadership Academy,High School,593,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,82.0%,88.0%,82.0%,83.0%,85.0%,88.0%,Well Developed,Proficient,Proficient,Proficient,Well Developed,,,,,,14-Jan-16,3.11,2.97,6.6%,19.7%,3.9%,0.77,2.7%,5.6%,68.5%,13.2%,4.9%,69.0%,6.1%,11.10,74.3%,91.1%,25.9%,96.8%
24Q296,Pan American International High School,High School,423,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,89.0%,87.0%,85.0%,88.0%,94.0%,92.0%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,May 2017,1.90,1.96,84.2%,2.8%,0.0%,0.95,26.0%,18.2%,62.4%,0.0%,0.2%,99.1%,0.2%,4.10,76.3%,93.5%,18.0%,96.7%
24Q299,Bard High School Early College Queens,High School,643,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,90.0%,75.0%,84.0%,83.0%,85.0%,91.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"April 22, 2015",3.97,4.16,0.2%,5.4%,0.0%,0.42,0.3%,1.6%,30.8%,36.1%,10.3%,18.8%,33.0%,11.00,71.8%,96.3%,6.5%,97.7%
